Datum,Bundesland,Bundesland_Id,Altersgruppe,7T_Hospitalisierung_Faelle,7T_Hospitalisierung_Inzidenz
2021-11-07,Thüringen,16,60-79,175,31.28
2021-11-07,Thüringen,16,80+,168,93.77
2021-11-06,Bundesgebiet,00,00-04,80,2.02
2021-11-06,Bundesgebiet,00,00+,6058,7.29
2021-11-06,Bundesgebiet,00,05-14,94,1.25
2021-11-06,Bundesgebiet,00,15-34,497,2.63
2021-11-06,Bundesgebiet,00,35-59,1464,5.11
2021-11-06,Bundesgebiet,00,60-79,1979,10.9
2021-11-06,Bundesgebiet,00,80+,1943,32.73
2021-11-06,Schleswig-Holstein,01,00-04,1,0.77
2021-11-06,Schleswig-Holstein,01,00+,79,2.71
2021-11-06,Schleswig-Holstein,01,05-14,0,0
2021-11-06,Schleswig-Holstein,01,15-34,13,2.07
2021-11-06,Schleswig-Holstein,01,35-59,20,1.98
2021-11-06,Schleswig-Holstein,01,60-79,24,3.63
2021-11-06,Schleswig-Holstein,01,80+,21,9.53
2021-11-06,Hamburg,02,00-04,0,0
2021-11-06,Hamburg,02,00+,70,3.78
2021-11-06,Hamburg,02,05-14,1,0.6
2021-11-06,Hamburg,02,15-34,9,1.82
2021-11-06,Hamburg,02,35-59,16,2.45
2021-11-06,Hamburg,02,60-79,23,7.06
2021-11-06,Hamburg,02,80+,21,18.66
2021-11-06,Niedersachsen,03,00-04,4,1.05
2021-11-06,Niedersachsen,03,00+,239,2.99
2021-11-06,Niedersachsen,03,05-14,3,0.41
2021-11-06,Niedersachsen,03,15-34,27,1.49
2021-11-06,Niedersachsen,03,35-59,78,2.86
2021-11-06,Niedersachsen,03,60-79,67,3.78
2021-11-06,Niedersachsen,03,80+,60,10.34
2021-11-06,Bremen,04,00-04,0,0
2021-11-06,Bremen,04,00+,23,3.38
2021-11-06,Bremen,04,05-14,0,0
2021-11-06,Bremen,04,15-34,8,4.62
2021-11-06,Bremen,04,35-59,5,2.22
2021-11-06,Bremen,04,60-79,9,6.42
2021-11-06,Bremen,04,80+,1,2.11
2021-11-06,Nordrhein-Westfalen,05,00-04,13,1.49
2021-11-06,Nordrhein-Westfalen,05,00+,939,5.24
2021-11-06,Nordrhein-Westfalen,05,05-14,23,1.4
2021-11-06,Nordrhein-Westfalen,05,15-34,92,2.2
2021-11-06,Nordrhein-Westfalen,05,35-59,230,3.75
2021-11-06,Nordrhein-Westfalen,05,60-79,286,7.48
2021-11-06,Nordrhein-Westfalen,05,80+,295,23.36
2021-11-06,Hessen,06,00-04,11,3.6
2021-11-06,Hessen,06,00+,436,6.93
2021-11-06,Hessen,06,05-14,9,1.56
2021-11-06,Hessen,06,15-34,39,2.65
2021-11-06,Hessen,06,35-59,98,4.47
2021-11-06,Hessen,06,60-79,145,10.98
2021-11-06,Hessen,06,80+,133,31.51
2021-11-06,Rheinland-Pfalz,07,00-04,3,1.54
2021-11-06,Rheinland-Pfalz,07,00+,223,5.44
2021-11-06,Rheinland-Pfalz,07,05-14,3,0.82
2021-11-06,Rheinland-Pfalz,07,15-34,23,2.5
2021-11-06,Rheinland-Pfalz,07,35-59,66,4.71
2021-11-06,Rheinland-Pfalz,07,60-79,52,5.62
2021-11-06,Rheinland-Pfalz,07,80+,76,25.9
2021-11-06,Baden-Württemberg,08,00-04,13,2.37
2021-11-06,Baden-Württemberg,08,00+,889,8.01
2021-11-06,Baden-Württemberg,08,05-14,11,1.08
2021-11-06,Baden-Württemberg,08,15-34,84,3.14
2021-11-06,Baden-Württemberg,08,35-59,244,6.38
2021-11-06,Baden-Württemberg,08,60-79,306,13.38
2021-11-06,Baden-Württemberg,08,80+,231,30.72
2021-11-06,Bayern,09,00-04,24,3.72
2021-11-06,Bayern,09,00+,1487,11.32
2021-11-06,Bayern,09,05-14,12,1.02
2021-11-06,Bayern,09,15-34,98,3.16
2021-11-06,Bayern,09,35-59,380,8.26
2021-11-06,Bayern,09,60-79,486,17.71
2021-11-06,Bayern,09,80+,487,55.87
2021-11-06,Saarland,10,00-04,0,0
2021-11-06,Saarland,10,00+,23,2.34
2021-11-06,Saarland,10,05-14,0,0
2021-11-06,Saarland,10,15-34,3,1.42
2021-11-06,Saarland,10,35-59,5,1.52
2021-11-06,Saarland,10,60-79,8,3.29
2021-11-06,Saarland,10,80+,7,8.96
2021-11-06,Berlin,11,00-04,4,2.09
2021-11-06,Berlin,11,00+,187,5.1
2021-11-06,Berlin,11,05-14,8,2.41
2021-11-06,Berlin,11,15-34,23,2.42
2021-11-06,Berlin,11,35-59,42,3.29
2021-11-06,Berlin,11,60-79,66,9.5
2021-11-06,Berlin,11,80+,44,19.89
2021-11-06,Brandenburg,12,00-04,1,0.92
2021-11-06,Brandenburg,12,00+,147,5.81
2021-11-06,Brandenburg,12,05-14,7,3.04
2021-11-06,Brandenburg,12,15-34,8,1.83
2021-11-06,Brandenburg,12,35-59,24,2.64
2021-11-06,Brandenburg,12,60-79,53,8.29
2021-11-06,Brandenburg,12,80+,54,25.88
2021-11-06,Mecklenburg-Vorpommern,13,00-04,1,1.51
2021-11-06,Mecklenburg-Vorpommern,13,00+,82,5.09
2021-11-06,Mecklenburg-Vorpommern,13,05-14,4,2.85
2021-11-06,Mecklenburg-Vorpommern,13,15-34,6,2.03
2021-11-06,Mecklenburg-Vorpommern,13,35-59,21,3.79
2021-11-06,Mecklenburg-Vorpommern,13,60-79,24,5.7
2021-11-06,Mecklenburg-Vorpommern,13,80+,26,19.49
2021-11-06,Sachsen,14,00-04,0,0
2021-11-06,Sachsen,14,00+,575,14.17
2021-11-06,Sachsen,14,05-14,6,1.64
2021-11-06,Sachsen,14,15-34,30,3.82
2021-11-06,Sachsen,14,35-59,95,7.03
2021-11-06,Sachsen,14,60-79,192,18.99
2021-11-06,Sachsen,14,80+,252,69.62
2021-11-06,Sachsen-Anhalt,15,00-04,0,0
2021-11-06,Sachsen-Anhalt,15,00+,188,8.62
2021-11-06,Sachsen-Anhalt,15,05-14,5,2.73
2021-11-06,Sachsen-Anhalt,15,15-34,17,4.32
2021-11-06,Sachsen-Anhalt,15,35-59,35,4.72
2021-11-06,Sachsen-Anhalt,15,60-79,63,10.78
2021-11-06,Sachsen-Anhalt,15,80+,68,35.54
2021-11-06,Thüringen,16,00-04,5,5.7
2021-11-06,Thüringen,16,00+,471,22.21
2021-11-06,Thüringen,16,05-14,2,1.09
2021-11-06,Thüringen,16,15-34,17,4.39
2021-11-06,Thüringen,16,35-59,105,14.53
2021-11-06,Thüringen,16,60-79,175,31.28
2021-11-06,Thüringen,16,80+,167,93.21
2021-11-05,Bundesgebiet,00,00-04,81,2.04
2021-11-05,Bundesgebiet,00,00+,5905,7.1
2021-11-05,Bundesgebiet,00,05-14,85,1.13
2021-11-05,Bundesgebiet,00,15-34,469,2.48
2021-11-05,Bundesgebiet,00,35-59,1429,4.98
2021-11-05,Bundesgebiet,00,60-79,1958,10.79
2021-11-05,Bundesgebiet,00,80+,1882,31.7
2021-11-05,Schleswig-Holstein,01,00-04,0,0
2021-11-05,Schleswig-Holstein,01,00+,75,2.58
2021-11-05,Schleswig-Holstein,01,05-14,0,0
2021-11-05,Schleswig-Holstein,01,15-34,11,1.75
2021-11-05,Schleswig-Holstein,01,35-59,23,2.28
2021-11-05,Schleswig-Holstein,01,60-79,24,3.63
2021-11-05,Schleswig-Holstein,01,80+,17,7.72
2021-11-05,Hamburg,02,00-04,0,0
2021-11-05,Hamburg,02,00+,72,3.89
2021-11-05,Hamburg,02,05-14,1,0.6
2021-11-05,Hamburg,02,15-34,8,1.62
2021-11-05,Hamburg,02,35-59,15,2.29
2021-11-05,Hamburg,02,60-79,23,7.06
2021-11-05,Hamburg,02,80+,25,22.21
2021-11-05,Niedersachsen,03,00-04,5,1.32
2021-11-05,Niedersachsen,03,00+,250,3.12
2021-11-05,Niedersachsen,03,05-14,3,0.41
2021-11-05,Niedersachsen,03,15-34,24,1.32
2021-11-05,Niedersachsen,03,35-59,79,2.89
2021-11-05,Niedersachsen,03,60-79,79,4.46
2021-11-05,Niedersachsen,03,80+,60,10.34
2021-11-05,Bremen,04,00-04,0,0
2021-11-05,Bremen,04,00+,27,3.97
2021-11-05,Bremen,04,05-14,1,1.66
2021-11-05,Bremen,04,15-34,11,6.36
2021-11-05,Bremen,04,35-59,5,2.22
2021-11-05,Bremen,04,60-79,8,5.71
2021-11-05,Bremen,04,80+,2,4.22
2021-11-05,Nordrhein-Westfalen,05,00-04,14,1.61
2021-11-05,Nordrhein-Westfalen,05,00+,926,5.17
2021-11-05,Nordrhein-Westfalen,05,05-14,23,1.4
2021-11-05,Nordrhein-Westfalen,05,15-34,94,2.24
2021-11-05,Nordrhein-Westfalen,05,35-59,222,3.62
2021-11-05,Nordrhein-Westfalen,05,60-79,290,7.58
2021-11-05,Nordrhein-Westfalen,05,80+,283,22.41
2021-11-05,Hessen,06,00-04,8,2.62
2021-11-05,Hessen,06,00+,418,6.64
2021-11-05,Hessen,06,05-14,7,1.21
2021-11-05,Hessen,06,15-34,39,2.65
2021-11-05,Hessen,06,35-59,107,4.88
2021-11-05,Hessen,06,60-79,131,9.92
2021-11-05,Hessen,06,80+,125,29.62
2021-11-05,Rheinland-Pfalz,07,00-04,3,1.54
2021-11-05,Rheinland-Pfalz,07,00+,222,5.42
2021-11-05,Rheinland-Pfalz,07,05-14,5,1.37
2021-11-05,Rheinland-Pfalz,07,15-34,20,2.18
2021-11-05,Rheinland-Pfalz,07,35-59,61,4.35
2021-11-05,Rheinland-Pfalz,07,60-79,59,6.38
2021-11-05,Rheinland-Pfalz,07,80+,74,25.22
2021-11-05,Baden-Württemberg,08,00-04,15,2.74
2021-11-05,Baden-Württemberg,08,00+,856,7.71
2021-11-05,Baden-Württemberg,08,05-14,9,0.88
2021-11-05,Baden-Württemberg,08,15-34,68,2.55
2021-11-05,Baden-Württemberg,08,35-59,244,6.38
2021-11-05,Baden-Württemberg,08,60-79,291,12.73
2021-11-05,Baden-Württemberg,08,80+,229,30.45
2021-11-05,Bayern,09,00-04,24,3.72
2021-11-05,Bayern,09,00+,1385,10.54
2021-11-05,Bayern,09,05-14,10,0.85
2021-11-05,Bayern,09,15-34,89,2.87
2021-11-05,Bayern,09,35-59,339,7.37
2021-11-05,Bayern,09,60-79,480,17.49
2021-11-05,Bayern,09,80+,443,50.83
2021-11-05,Saarland,10,00-04,0,0
2021-11-05,Saarland,10,00+,23,2.34
2021-11-05,Saarland,10,05-14,0,0
2021-11-05,Saarland,10,15-34,3,1.42
2021-11-05,Saarland,10,35-59,7,2.12
2021-11-05,Saarland,10,60-79,7,2.88
2021-11-05,Saarland,10,80+,6,7.68
2021-11-05,Berlin,11,00-04,5,2.61
2021-11-05,Berlin,11,00+,197,5.38
2021-11-05,Berlin,11,05-14,5,1.51
2021-11-05,Berlin,11,15-34,25,2.64
2021-11-05,Berlin,11,35-59,44,3.45
2021-11-05,Berlin,11,60-79,66,9.5
2021-11-05,Berlin,11,80+,52,23.5
2021-11-05,Brandenburg,12,00-04,1,0.92
2021-11-05,Brandenburg,12,00+,141,5.57
2021-11-05,Brandenburg,12,05-14,6,2.6
2021-11-05,Brandenburg,12,15-34,9,2.06
2021-11-05,Brandenburg,12,35-59,23,2.53
2021-11-05,Brandenburg,12,60-79,51,7.98
2021-11-05,Brandenburg,12,80+,51,24.44
2021-11-05,Mecklenburg-Vorpommern,13,00-04,0,0
2021-11-05,Mecklenburg-Vorpommern,13,00+,81,5.03
2021-11-05,Mecklenburg-Vorpommern,13,05-14,3,2.14
2021-11-05,Mecklenburg-Vorpommern,13,15-34,9,3.04
2021-11-05,Mecklenburg-Vorpommern,13,35-59,18,3.25
2021-11-05,Mecklenburg-Vorpommern,13,60-79,25,5.94
2021-11-05,Mecklenburg-Vorpommern,13,80+,26,19.49
2021-11-05,Sachsen,14,00-04,0,0
2021-11-05,Sachsen,14,00+,578,14.25
2021-11-05,Sachsen,14,05-14,5,1.37
2021-11-05,Sachsen,14,15-34,30,3.82
2021-11-05,Sachsen,14,35-59,106,7.84
2021-11-05,Sachsen,14,60-79,188,18.59
2021-11-05,Sachsen,14,80+,249,68.79
2021-11-05,Sachsen-Anhalt,15,00-04,0,0
2021-11-05,Sachsen-Anhalt,15,00+,194,8.9
2021-11-05,Sachsen-Anhalt,15,05-14,5,2.73
2021-11-05,Sachsen-Anhalt,15,15-34,15,3.82
2021-11-05,Sachsen-Anhalt,15,35-59,32,4.32
2021-11-05,Sachsen-Anhalt,15,60-79,63,10.78
2021-11-05,Sachsen-Anhalt,15,80+,79,41.29
2021-11-05,Thüringen,16,00-04,6,6.84
2021-11-05,Thüringen,16,00+,460,21.7
2021-11-05,Thüringen,16,05-14,2,1.09
2021-11-05,Thüringen,16,15-34,14,3.62
2021-11-05,Thüringen,16,35-59,104,14.39
2021-11-05,Thüringen,16,60-79,173,30.93
2021-11-05,Thüringen,16,80+,161,89.86
2021-11-04,Bundesgebiet,00,00-04,67,1.69
2021-11-04,Bundesgebiet,00,00+,5722,6.88
2021-11-04,Bundesgebiet,00,05-14,74,0.99
2021-11-04,Bundesgebiet,00,15-34,470,2.48
2021-11-04,Bundesgebiet,00,35-59,1394,4.86
2021-11-04,Bundesgebiet,00,60-79,1880,10.36
2021-11-04,Bundesgebiet,00,80+,1836,30.93
2021-11-04,Schleswig-Holstein,01,00-04,0,0
2021-11-04,Schleswig-Holstein,01,00+,77,2.65
2021-11-04,Schleswig-Holstein,01,05-14,0,0
2021-11-04,Schleswig-Holstein,01,15-34,11,1.75
2021-11-04,Schleswig-Holstein,01,35-59,23,2.28
2021-11-04,Schleswig-Holstein,01,60-79,25,3.78
2021-11-04,Schleswig-Holstein,01,80+,18,8.17
2021-11-04,Hamburg,02,00-04,0,0
2021-11-04,Hamburg,02,00+,70,3.78
2021-11-04,Hamburg,02,05-14,1,0.6
2021-11-04,Hamburg,02,15-34,7,1.42
2021-11-04,Hamburg,02,35-59,17,2.6
2021-11-04,Hamburg,02,60-79,26,7.98
2021-11-04,Hamburg,02,80+,19,16.88
2021-11-04,Niedersachsen,03,00-04,3,0.79
2021-11-04,Niedersachsen,03,00+,249,3.11
2021-11-04,Niedersachsen,03,05-14,3,0.41
2021-11-04,Niedersachsen,03,15-34,25,1.38
2021-11-04,Niedersachsen,03,35-59,76,2.78
2021-11-04,Niedersachsen,03,60-79,78,4.41
2021-11-04,Niedersachsen,03,80+,64,11.03
2021-11-04,Bremen,04,00-04,0,0
2021-11-04,Bremen,04,00+,25,3.68
2021-11-04,Bremen,04,05-14,1,1.66
2021-11-04,Bremen,04,15-34,9,5.2
2021-11-04,Bremen,04,35-59,7,3.11
2021-11-04,Bremen,04,60-79,6,4.28
2021-11-04,Bremen,04,80+,2,4.22
2021-11-04,Nordrhein-Westfalen,05,00-04,11,1.26
2021-11-04,Nordrhein-Westfalen,05,00+,910,5.08
2021-11-04,Nordrhein-Westfalen,05,05-14,18,1.1
2021-11-04,Nordrhein-Westfalen,05,15-34,98,2.34
2021-11-04,Nordrhein-Westfalen,05,35-59,225,3.66
2021-11-04,Nordrhein-Westfalen,05,60-79,279,7.29
2021-11-04,Nordrhein-Westfalen,05,80+,279,22.09
2021-11-04,Hessen,06,00-04,9,2.95
2021-11-04,Hessen,06,00+,415,6.59
2021-11-04,Hessen,06,05-14,5,0.86
2021-11-04,Hessen,06,15-34,39,2.65
2021-11-04,Hessen,06,35-59,107,4.88
2021-11-04,Hessen,06,60-79,130,9.84
2021-11-04,Hessen,06,80+,124,29.38
2021-11-04,Rheinland-Pfalz,07,00-04,3,1.54
2021-11-04,Rheinland-Pfalz,07,00+,202,4.93
2021-11-04,Rheinland-Pfalz,07,05-14,5,1.37
2021-11-04,Rheinland-Pfalz,07,15-34,19,2.07
2021-11-04,Rheinland-Pfalz,07,35-59,53,3.78
2021-11-04,Rheinland-Pfalz,07,60-79,50,5.41
2021-11-04,Rheinland-Pfalz,07,80+,72,24.54
2021-11-04,Baden-Württemberg,08,00-04,13,2.37
2021-11-04,Baden-Württemberg,08,00+,826,7.44
2021-11-04,Baden-Württemberg,08,05-14,8,0.78
2021-11-04,Baden-Württemberg,08,15-34,68,2.55
2021-11-04,Baden-Württemberg,08,35-59,228,5.96
2021-11-04,Baden-Württemberg,08,60-79,285,12.46
2021-11-04,Baden-Württemberg,08,80+,224,29.79
2021-11-04,Bayern,09,00-04,19,2.94
2021-11-04,Bayern,09,00+,1312,9.98
2021-11-04,Bayern,09,05-14,9,0.77
2021-11-04,Bayern,09,15-34,90,2.9
2021-11-04,Bayern,09,35-59,326,7.08
2021-11-04,Bayern,09,60-79,440,16.03
2021-11-04,Bayern,09,80+,428,49.11
2021-11-04,Saarland,10,00-04,0,0
2021-11-04,Saarland,10,00+,20,2.03
2021-11-04,Saarland,10,05-14,0,0
2021-11-04,Saarland,10,15-34,3,1.42
2021-11-04,Saarland,10,35-59,6,1.82
2021-11-04,Saarland,10,60-79,6,2.47
2021-11-04,Saarland,10,80+,5,6.4
2021-11-04,Berlin,11,00-04,4,2.09
2021-11-04,Berlin,11,00+,196,5.35
2021-11-04,Berlin,11,05-14,4,1.21
2021-11-04,Berlin,11,15-34,27,2.85
2021-11-04,Berlin,11,35-59,47,3.68
2021-11-04,Berlin,11,60-79,64,9.21
2021-11-04,Berlin,11,80+,50,22.6
2021-11-04,Brandenburg,12,00-04,0,0
2021-11-04,Brandenburg,12,00+,133,5.25
2021-11-04,Brandenburg,12,05-14,5,2.17
2021-11-04,Brandenburg,12,15-34,7,1.6
2021-11-04,Brandenburg,12,35-59,23,2.53
2021-11-04,Brandenburg,12,60-79,51,7.98
2021-11-04,Brandenburg,12,80+,47,22.52
2021-11-04,Mecklenburg-Vorpommern,13,00-04,0,0
2021-11-04,Mecklenburg-Vorpommern,13,00+,84,5.21
2021-11-04,Mecklenburg-Vorpommern,13,05-14,4,2.85
2021-11-04,Mecklenburg-Vorpommern,13,15-34,7,2.37
2021-11-04,Mecklenburg-Vorpommern,13,35-59,20,3.61
2021-11-04,Mecklenburg-Vorpommern,13,60-79,28,6.65
2021-11-04,Mecklenburg-Vorpommern,13,80+,25,18.74
2021-11-04,Sachsen,14,00-04,1,0.55
2021-11-04,Sachsen,14,00+,580,14.3
2021-11-04,Sachsen,14,05-14,5,1.37
2021-11-04,Sachsen,14,15-34,30,3.82
2021-11-04,Sachsen,14,35-59,108,7.99
2021-11-04,Sachsen,14,60-79,193,19.09
2021-11-04,Sachsen,14,80+,243,67.13
2021-11-04,Sachsen-Anhalt,15,00-04,0,0
2021-11-04,Sachsen-Anhalt,15,00+,190,8.71
2021-11-04,Sachsen-Anhalt,15,05-14,4,2.19
2021-11-04,Sachsen-Anhalt,15,15-34,13,3.31
2021-11-04,Sachsen-Anhalt,15,35-59,31,4.18
2021-11-04,Sachsen-Anhalt,15,60-79,59,10.1
2021-11-04,Sachsen-Anhalt,15,80+,83,43.38
2021-11-04,Thüringen,16,00-04,4,4.56
2021-11-04,Thüringen,16,00+,433,20.42
2021-11-04,Thüringen,16,05-14,2,1.09
2021-11-04,Thüringen,16,15-34,17,4.39
2021-11-04,Thüringen,16,35-59,97,13.42
2021-11-04,Thüringen,16,60-79,160,28.6
2021-11-04,Thüringen,16,80+,153,85.39
2021-11-03,Bundesgebiet,00,00-04,70,1.76
2021-11-03,Bundesgebiet,00,00+,5564,6.69
2021-11-03,Bundesgebiet,00,05-14,74,0.99
2021-11-03,Bundesgebiet,00,15-34,483,2.55
2021-11-03,Bundesgebiet,00,35-59,1367,4.77
2021-11-03,Bundesgebiet,00,60-79,1803,9.93
2021-11-03,Bundesgebiet,00,80+,1767,29.77
2021-11-03,Schleswig-Holstein,01,00-04,0,0
2021-11-03,Schleswig-Holstein,01,00+,82,2.82
2021-11-03,Schleswig-Holstein,01,05-14,0,0
2021-11-03,Schleswig-Holstein,01,15-34,14,2.22
2021-11-03,Schleswig-Holstein,01,35-59,26,2.58
2021-11-03,Schleswig-Holstein,01,60-79,22,3.32
2021-11-03,Schleswig-Holstein,01,80+,20,9.08
2021-11-03,Hamburg,02,00-04,1,1.01
2021-11-03,Hamburg,02,00+,70,3.78
2021-11-03,Hamburg,02,05-14,1,0.6
2021-11-03,Hamburg,02,15-34,3,0.61
2021-11-03,Hamburg,02,35-59,18,2.75
2021-11-03,Hamburg,02,60-79,27,8.28
2021-11-03,Hamburg,02,80+,20,17.77
2021-11-03,Niedersachsen,03,00-04,7,1.84
2021-11-03,Niedersachsen,03,00+,262,3.27
2021-11-03,Niedersachsen,03,05-14,0,0
2021-11-03,Niedersachsen,03,15-34,29,1.6
2021-11-03,Niedersachsen,03,35-59,88,3.22
2021-11-03,Niedersachsen,03,60-79,72,4.07
2021-11-03,Niedersachsen,03,80+,66,11.38
2021-11-03,Bremen,04,00-04,0,0
2021-11-03,Bremen,04,00+,28,4.12
2021-11-03,Bremen,04,05-14,1,1.66
2021-11-03,Bremen,04,15-34,8,4.62
2021-11-03,Bremen,04,35-59,8,3.55
2021-11-03,Bremen,04,60-79,8,5.71
2021-11-03,Bremen,04,80+,3,6.33
2021-11-03,Nordrhein-Westfalen,05,00-04,12,1.38
2021-11-03,Nordrhein-Westfalen,05,00+,946,5.28
2021-11-03,Nordrhein-Westfalen,05,05-14,20,1.22
2021-11-03,Nordrhein-Westfalen,05,15-34,108,2.58
2021-11-03,Nordrhein-Westfalen,05,35-59,236,3.84
2021-11-03,Nordrhein-Westfalen,05,60-79,292,7.63
2021-11-03,Nordrhein-Westfalen,05,80+,278,22.01
2021-11-03,Hessen,06,00-04,8,2.62
2021-11-03,Hessen,06,00+,377,5.99
2021-11-03,Hessen,06,05-14,4,0.69
2021-11-03,Hessen,06,15-34,41,2.79
2021-11-03,Hessen,06,35-59,99,4.51
2021-11-03,Hessen,06,60-79,113,8.56
2021-11-03,Hessen,06,80+,112,26.54
2021-11-03,Rheinland-Pfalz,07,00-04,1,0.51
2021-11-03,Rheinland-Pfalz,07,00+,195,4.76
2021-11-03,Rheinland-Pfalz,07,05-14,5,1.37
2021-11-03,Rheinland-Pfalz,07,15-34,18,1.96
2021-11-03,Rheinland-Pfalz,07,35-59,45,3.21
2021-11-03,Rheinland-Pfalz,07,60-79,51,5.51
2021-11-03,Rheinland-Pfalz,07,80+,75,25.56
2021-11-03,Baden-Württemberg,08,00-04,11,2.01
2021-11-03,Baden-Württemberg,08,00+,794,7.15
2021-11-03,Baden-Württemberg,08,05-14,7,0.69
2021-11-03,Baden-Württemberg,08,15-34,66,2.47
2021-11-03,Baden-Württemberg,08,35-59,233,6.09
2021-11-03,Baden-Württemberg,08,60-79,267,11.68
2021-11-03,Baden-Württemberg,08,80+,210,27.93
2021-11-03,Bayern,09,00-04,18,2.79
2021-11-03,Bayern,09,00+,1197,9.11
2021-11-03,Bayern,09,05-14,11,0.94
2021-11-03,Bayern,09,15-34,94,3.03
2021-11-03,Bayern,09,35-59,286,6.21
2021-11-03,Bayern,09,60-79,399,14.54
2021-11-03,Bayern,09,80+,389,44.63
2021-11-03,Saarland,10,00-04,0,0
2021-11-03,Saarland,10,00+,18,1.83
2021-11-03,Saarland,10,05-14,0,0
2021-11-03,Saarland,10,15-34,3,1.42
2021-11-03,Saarland,10,35-59,6,1.82
2021-11-03,Saarland,10,60-79,5,2.06
2021-11-03,Saarland,10,80+,4,5.12
2021-11-03,Berlin,11,00-04,6,3.14
2021-11-03,Berlin,11,00+,223,6.09
2021-11-03,Berlin,11,05-14,5,1.51
2021-11-03,Berlin,11,15-34,29,3.06
2021-11-03,Berlin,11,35-59,52,4.07
2021-11-03,Berlin,11,60-79,78,11.23
2021-11-03,Berlin,11,80+,53,23.96
2021-11-03,Brandenburg,12,00-04,0,0
2021-11-03,Brandenburg,12,00+,136,5.37
2021-11-03,Brandenburg,12,05-14,3,1.3
2021-11-03,Brandenburg,12,15-34,6,1.38
2021-11-03,Brandenburg,12,35-59,27,2.97
2021-11-03,Brandenburg,12,60-79,50,7.82
2021-11-03,Brandenburg,12,80+,50,23.96
2021-11-03,Mecklenburg-Vorpommern,13,00-04,0,0
2021-11-03,Mecklenburg-Vorpommern,13,00+,82,5.09
2021-11-03,Mecklenburg-Vorpommern,13,05-14,4,2.85
2021-11-03,Mecklenburg-Vorpommern,13,15-34,4,1.35
2021-11-03,Mecklenburg-Vorpommern,13,35-59,20,3.61
2021-11-03,Mecklenburg-Vorpommern,13,60-79,24,5.7
2021-11-03,Mecklenburg-Vorpommern,13,80+,30,22.49
2021-11-03,Sachsen,14,00-04,1,0.55
2021-11-03,Sachsen,14,00+,557,13.73
2021-11-03,Sachsen,14,05-14,6,1.64
2021-11-03,Sachsen,14,15-34,30,3.82
2021-11-03,Sachsen,14,35-59,99,7.32
2021-11-03,Sachsen,14,60-79,189,18.69
2021-11-03,Sachsen,14,80+,232,64.09
2021-11-03,Sachsen-Anhalt,15,00-04,0,0
2021-11-03,Sachsen-Anhalt,15,00+,186,8.53
2021-11-03,Sachsen-Anhalt,15,05-14,4,2.19
2021-11-03,Sachsen-Anhalt,15,15-34,15,3.82
2021-11-03,Sachsen-Anhalt,15,35-59,31,4.18
2021-11-03,Sachsen-Anhalt,15,60-79,57,9.76
2021-11-03,Sachsen-Anhalt,15,80+,79,41.29
2021-11-03,Thüringen,16,00-04,5,5.7
2021-11-03,Thüringen,16,00+,411,19.38
2021-11-03,Thüringen,16,05-14,3,1.63
2021-11-03,Thüringen,16,15-34,15,3.87
2021-11-03,Thüringen,16,35-59,93,12.87
2021-11-03,Thüringen,16,60-79,149,26.64
2021-11-03,Thüringen,16,80+,146,81.49
2021-11-02,Bundesgebiet,00,00-04,78,1.97
2021-11-02,Bundesgebiet,00,00+,5430,6.53
2021-11-02,Bundesgebiet,00,05-14,69,0.92
2021-11-02,Bundesgebiet,00,15-34,501,2.65
2021-11-02,Bundesgebiet,00,35-59,1413,4.93
2021-11-02,Bundesgebiet,00,60-79,1707,9.4
2021-11-02,Bundesgebiet,00,80+,1662,28
2021-11-02,Schleswig-Holstein,01,00-04,0,0
2021-11-02,Schleswig-Holstein,01,00+,86,2.95
2021-11-02,Schleswig-Holstein,01,05-14,0,0
2021-11-02,Schleswig-Holstein,01,15-34,18,2.86
2021-11-02,Schleswig-Holstein,01,35-59,29,2.87
2021-11-02,Schleswig-Holstein,01,60-79,19,2.87
2021-11-02,Schleswig-Holstein,01,80+,20,9.08
2021-11-02,Hamburg,02,00-04,1,1.01
2021-11-02,Hamburg,02,00+,71,3.83
2021-11-02,Hamburg,02,05-14,0,0
2021-11-02,Hamburg,02,15-34,4,0.81
2021-11-02,Hamburg,02,35-59,19,2.9
2021-11-02,Hamburg,02,60-79,26,7.98
2021-11-02,Hamburg,02,80+,21,18.66
2021-11-02,Niedersachsen,03,00-04,7,1.84
2021-11-02,Niedersachsen,03,00+,264,3.3
2021-11-02,Niedersachsen,03,05-14,2,0.27
2021-11-02,Niedersachsen,03,15-34,26,1.43
2021-11-02,Niedersachsen,03,35-59,87,3.19
2021-11-02,Niedersachsen,03,60-79,73,4.12
2021-11-02,Niedersachsen,03,80+,69,11.89
2021-11-02,Bremen,04,00-04,0,0
2021-11-02,Bremen,04,00+,29,4.26
2021-11-02,Bremen,04,05-14,1,1.66
2021-11-02,Bremen,04,15-34,6,3.47
2021-11-02,Bremen,04,35-59,10,4.44
2021-11-02,Bremen,04,60-79,8,5.71
2021-11-02,Bremen,04,80+,4,8.44
2021-11-02,Nordrhein-Westfalen,05,00-04,18,2.07
2021-11-02,Nordrhein-Westfalen,05,00+,936,5.22
2021-11-02,Nordrhein-Westfalen,05,05-14,19,1.16
2021-11-02,Nordrhein-Westfalen,05,15-34,118,2.82
2021-11-02,Nordrhein-Westfalen,05,35-59,245,3.99
